Packet_Nbre,Cycle,Cycles,Minstret,JMP_STALL,IMISS,LD,ST,JUMP,BRANCH,BRANCH_TAKEN,COMP_INSTR,PIP_STALL
0,35620,35620,11437,397,14,11564,1815,1533,1185,1689,962,7908
0,31860,31860,10259,366,9,10171,1632,1356,1110,1489,877,7217
0,31851,31851,10259,366,9,10085,1632,1356,1110,1489,877,7217
0,32559,32559,10471,372,10,10344,1667,1390,1124,1525,892,7345
0,31859,31859,10259,366,9,10184,1632,1356,1110,1489,877,7217
0,34617,34617,11107,390,13,11190,1772,1492,1166,1633,937,7729
0,33250,33250,10683,378,11,10692,1702,1424,1138,1561,907,7473
0,31849,31849,10259,366,9,10176,1632,1356,1110,1489,877,7217
0,33225,33225,10683,378,11,10670,1702,1424,1138,1561,907,7473
0,31891,31891,10259,366,9,10188,1632,1356,1110,1489,877,7217
0,33736,33736,10895,384,12,10849,1737,1458,1152,1597,922,7601
0,35222,35222,11437,397,14,11362,1815,1533,1185,1689,962,7908
0,32533,32533,10471,372,10,10425,1667,1390,1124,1525,892,7345
0,35627,35627,11437,397,14,11571,1815,1533,1185,1689,962,7908
0,35428,35428,11437,397,14,11461,1815,1533,1185,1689,962,7908
0,32869,32869,10683,378,11,10504,1702,1424,1138,1561,907,7473
0,32202,32202,10471,372,10,10253,1667,1390,1124,1525,892,7345
0,32849,32849,10683,378,11,10484,1702,1424,1138,1561,907,7473
0,31539,31539,10259,366,9,10006,1632,1356,1110,1489,877,7217
0,31533,31533,10259,366,9,10000,1632,1356,1110,1489,877,7217
0,31563,31563,10259,366,9,10030,1632,1356,1110,1489,877,7217
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,35113,35113,11437,397,14,11304,1815,1533,1185,1689,962,7908
0,34152,34152,11107,390,13,10955,1772,1492,1166,1633,937,7729
0,31535,31535,10259,366,9,10002,1632,1356,1110,1489,877,7217
0,34151,34151,11107,390,13,10954,1772,1492,1166,1633,937,7729
0,32839,32839,10683,378,11,10474,1702,1424,1138,1561,907,7473
0,33697,33697,10895,384,12,10812,1737,1458,1152,1597,922,7601
0,33215,33215,10683,378,11,10672,1702,1424,1138,1561,907,7473
0,35607,35607,11437,397,14,11549,1815,1533,1185,1689,962,7908
0,31839,31839,10259,366,9,10150,1632,1356,1110,1489,877,7217
0,35640,35640,11437,397,14,11585,1815,1533,1185,1689,962,7908
0,32541,32541,10471,372,10,10431,1667,1390,1124,1525,892,7345
0,32536,32536,10471,372,10,10414,1667,1390,1124,1525,892,7345
0,34609,34609,11107,390,13,11196,1772,1492,1166,1633,937,7729
0,31761,31761,10259,366,9,10120,1632,1356,1110,1489,877,7217
0,33815,33815,10895,384,12,10869,1737,1458,1152,1597,922,7601
0,33822,33822,10895,384,12,10887,1737,1458,1152,1597,922,7601
0,32875,32875,10683,378,11,10493,1702,1424,1138,1561,907,7473
0,32228,32228,10471,372,10,10279,1667,1390,1124,1525,892,7345
0,32196,32196,10471,372,10,10247,1667,1390,1124,1525,892,7345
0,31582,31582,10259,366,9,10013,1632,1356,1110,1489,877,7217
0,34596,34596,11107,390,13,11185,1772,1492,1166,1633,937,7729
0,33238,33238,10683,378,11,10681,1702,1424,1138,1561,907,7473
0,35635,35635,11437,397,14,11489,1815,1533,1185,1689,962,7908
0,34637,34637,11107,390,13,10985,1772,1492,1166,1633,937,7729
0,33827,33827,10895,384,12,10734,1737,1458,1152,1597,922,7601
0,32293,32293,10471,372,10,10234,1667,1390,1124,1525,892,7345
0,33525,33525,10895,384,12,10725,1737,1458,1152,1597,922,7601
0,33840,33840,10895,384,12,10880,1737,1458,1152,1597,922,7601
0,32428,32428,10471,372,10,10353,1667,1390,1124,1525,892,7345
0,34538,34538,11107,390,13,11174,1772,1492,1166,1633,937,7729
0,34599,34599,11107,390,13,11183,1772,1492,1166,1633,937,7729
0,33235,33235,10683,378,11,10674,1702,1424,1138,1561,907,7473
0,33947,33947,10895,384,12,10949,1737,1458,1152,1597,922,7601
0,35617,35617,11437,397,14,11569,1815,1533,1185,1689,962,7908
0,33958,33958,10895,384,12,10944,1737,1458,1152,1597,922,7601
0,34528,34528,11107,390,13,11154,1772,1492,1166,1633,937,7729
0,35301,35301,11437,397,14,11402,1815,1533,1185,1689,962,7908
0,32972,32972,10683,378,11,10554,1702,1424,1138,1561,907,7473
0,31695,31695,10259,366,9,10077,1632,1356,1110,1489,877,7217
0,32965,32965,10683,378,11,10547,1702,1424,1138,1561,907,7473
0,33656,33656,10895,384,12,10790,1737,1458,1152,1597,922,7601
0,34323,34323,11107,390,13,11073,1772,1492,1166,1633,937,7729
0,31555,31555,10259,366,9,10022,1632,1356,1110,1489,877,7217
0,31549,31549,10259,366,9,10016,1632,1356,1110,1489,877,7217
0,35162,35162,11437,397,14,11317,1815,1533,1185,1689,962,7908
0,32298,32298,10471,372,10,10296,1667,1390,1124,1525,892,7345
0,31694,31694,10259,366,9,10076,1632,1356,1110,1489,877,7217
0,35247,35247,11437,397,14,11369,1815,1533,1185,1689,962,7908
0,32296,32296,10471,372,10,10294,1667,1390,1124,1525,892,7345
0,31670,31670,10259,366,9,10067,1632,1356,1110,1489,877,7217
0,32314,32314,10471,372,10,10312,1667,1390,1124,1525,892,7345
0,32348,32348,10471,372,10,10314,1667,1390,1124,1525,892,7345
0,33632,33632,10895,384,12,10798,1737,1458,1152,1597,922,7601
0,31667,31667,10259,366,9,10081,1632,1356,1110,1489,877,7217
0,33536,33536,10895,384,12,10737,1737,1458,1152,1597,922,7601
0,35215,35215,11437,397,14,11353,1815,1533,1185,1689,962,7908
0,34303,34303,11107,390,13,11024,1772,1492,1166,1633,937,7729
0,35299,35299,11437,397,14,11402,1815,1533,1185,1689,962,7908
0,33669,33669,10895,384,12,10803,1737,1458,1152,1597,922,7601
0,35231,35231,11437,397,14,11369,1815,1533,1185,1689,962,7908
0,35231,35231,11437,397,14,11355,1815,1533,1185,1689,962,7908
0,32359,32359,10471,372,10,10325,1667,1390,1124,1525,892,7345
0,32314,32314,10471,372,10,10312,1667,1390,1124,1525,892,7345
0,33018,33018,10683,378,11,10569,1702,1424,1138,1561,907,7473
0,35281,35281,11437,397,14,11390,1815,1533,1185,1689,962,7908
0,34278,34278,11107,390,13,11027,1772,1492,1166,1633,937,7729
0,33516,33516,10895,384,12,10735,1737,1458,1152,1597,922,7601
0,35103,35103,11437,397,14,11294,1815,1533,1185,1689,962,7908
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,35121,35121,11437,397,14,11312,1815,1533,1185,1689,962,7908
0,32195,32195,10471,372,10,10246,1667,1390,1124,1525,892,7345
0,32206,32206,10471,372,10,10257,1667,1390,1124,1525,892,7345
0,32204,32204,10471,372,10,10255,1667,1390,1124,1525,892,7345
0,33513,33513,10895,384,12,10732,1737,1458,1152,1597,922,7601
0,31533,31533,10259,366,9,10000,1632,1356,1110,1489,877,7217
0,34165,34165,11107,390,13,10968,1772,1492,1166,1633,937,7729
0,31533,31533,10259,366,9,10000,1632,1356,1110,1489,877,7217
0,32852,32852,10683,378,11,10487,1702,1424,1138,1561,907,7473
0,35127,35127,11437,397,14,11318,1815,1533,1185,1689,962,7908
0,32839,32839,10683,378,11,10474,1702,1424,1138,1561,907,7473
0,34160,34160,11107,390,13,10963,1772,1492,1166,1633,937,7729
0,33560,33560,10895,384,12,10743,1737,1458,1152,1597,922,7601
0,35264,35264,11437,397,14,11370,1815,1533,1185,1689,962,7908
0,32981,32981,10683,378,11,10563,1702,1424,1138,1561,907,7473
0,32951,32951,10683,378,11,10533,1702,1424,1138,1561,907,7473
0,35262,35262,11437,397,14,11368,1815,1533,1185,1689,962,7908
0,32314,32314,10471,372,10,10312,1667,1390,1124,1525,892,7345
0,34293,34293,11107,390,13,11027,1772,1492,1166,1633,937,7729
0,34304,34304,11107,390,13,11022,1772,1492,1166,1633,937,7729
0,33015,33015,10683,378,11,10562,1702,1424,1138,1561,907,7473
0,34281,34281,11107,390,13,11031,1772,1492,1166,1633,937,7729
0,32953,32953,10683,378,11,10535,1702,1424,1138,1561,907,7473
0,32927,32927,10683,378,11,10526,1702,1424,1138,1561,907,7473
0,34269,34269,11107,390,13,11019,1772,1492,1166,1633,937,7729
0,31695,31695,10259,366,9,10077,1632,1356,1110,1489,877,7217
0,31677,31677,10259,366,9,10091,1632,1356,1110,1489,877,7217
0,32538,32538,10471,372,10,10413,1667,1390,1124,1525,892,7345
0,35643,35643,11437,397,14,11584,1815,1533,1185,1689,962,7908
0,33926,33926,10895,384,12,10946,1737,1458,1152,1597,922,7601
0,35617,35617,11437,397,14,11561,1815,1533,1185,1689,962,7908
0,31865,31865,10259,366,9,10170,1632,1356,1110,1489,877,7217
0,33254,33254,10683,378,11,10687,1702,1424,1138,1561,907,7473
0,35620,35620,11437,397,14,11543,1815,1533,1185,1689,962,7908
0,33812,33812,10895,384,12,10880,1737,1458,1152,1597,922,7601
0,32901,32901,10683,378,11,10517,1702,1424,1138,1561,907,7473
0,32917,32917,10683,378,11,10516,1702,1424,1138,1561,907,7473
0,34237,34237,11107,390,13,10987,1772,1492,1166,1633,937,7729
0,34245,34245,11107,390,13,10981,1772,1492,1166,1633,937,7729
0,31585,31585,10259,366,9,10020,1632,1356,1110,1489,877,7217
0,33608,33608,10895,384,12,10754,1737,1458,1152,1597,922,7601
0,32241,32241,10471,372,10,10255,1667,1390,1124,1525,892,7345
0,35199,35199,11437,397,14,11325,1815,1533,1185,1689,962,7908
0,32963,32963,10683,378,11,10533,1702,1424,1138,1561,907,7473
0,34259,34259,11107,390,13,11011,1772,1492,1166,1633,937,7729
0,32238,32238,10471,372,10,10256,1667,1390,1124,1525,892,7345
0,32922,32922,10683,378,11,10488,1702,1424,1138,1561,907,7473
0,33548,33548,10895,384,12,10730,1737,1458,1152,1597,922,7601
0,31634,31634,10259,366,9,10036,1632,1356,1110,1489,877,7217
0,32895,32895,10683,378,11,10497,1702,1424,1138,1561,907,7473
0,32205,32205,10471,372,10,10238,1667,1390,1124,1525,892,7345
0,35171,35171,11437,397,14,11325,1815,1533,1185,1689,962,7908
0,34239,34239,11107,390,13,10986,1772,1492,1166,1633,937,7729
0,35179,35179,11437,397,14,11351,1815,1533,1185,1689,962,7908
0,34203,34203,11107,390,13,10988,1772,1492,1166,1633,937,7729
0,32863,32863,10683,378,11,10480,1702,1424,1138,1561,907,7473
0,31544,31544,10259,366,9,10011,1632,1356,1110,1489,877,7217
0,34166,34166,11107,390,13,10951,1772,1492,1166,1633,937,7729
0,32860,32860,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,32852,32852,10683,378,11,10487,1702,1424,1138,1561,907,7473
0,34182,34182,11107,390,13,10967,1772,1492,1166,1633,937,7729
0,35132,35132,11437,397,14,11305,1815,1533,1185,1689,962,7908
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,31533,31533,10259,366,9,10000,1632,1356,1110,1489,877,7217
0,34159,34159,11107,390,13,10962,1772,1492,1166,1633,937,7729
0,32190,32190,10471,372,10,10241,1667,1390,1124,1525,892,7345
0,35106,35106,11437,397,14,11297,1815,1533,1185,1689,962,7908
0,32841,32841,10683,378,11,10476,1702,1424,1138,1561,907,7473
0,34149,34149,11107,390,13,10952,1772,1492,1166,1633,937,7729
0,33492,33492,10895,384,12,10711,1737,1458,1152,1597,922,7601
0,34214,34214,11107,390,13,10981,1772,1492,1166,1633,937,7729
0,35209,35209,11437,397,14,11350,1815,1533,1185,1689,962,7908
0,34264,34264,11107,390,13,11017,1772,1492,1166,1633,937,7729
0,32250,32250,10471,372,10,10283,1667,1390,1124,1525,892,7345
0,35209,35209,11437,397,14,11350,1815,1533,1185,1689,962,7908
0,32316,32316,10471,372,10,10301,1667,1390,1124,1525,892,7345
0,32256,32256,10471,372,10,10289,1667,1390,1124,1525,892,7345
0,31618,31618,10259,366,9,10035,1632,1356,1110,1489,877,7217
0,34205,34205,11107,390,13,10990,1772,1492,1166,1633,937,7729
0,32287,32287,10471,372,10,10274,1667,1390,1124,1525,892,7345
0,31605,31605,10259,366,9,10040,1632,1356,1110,1489,877,7217
0,33553,33553,10895,384,12,10736,1737,1458,1152,1597,922,7601
0,35195,35195,11437,397,14,11350,1815,1533,1185,1689,962,7908
0,34248,34248,11107,390,13,10998,1772,1492,1166,1633,937,7729
0,32893,32893,10683,378,11,10510,1702,1424,1138,1561,907,7473
0,31650,31650,10259,366,9,10067,1632,1356,1110,1489,877,7217
0,32917,32917,10683,378,11,10534,1702,1424,1138,1561,907,7473
0,32265,32265,10471,372,10,10280,1667,1390,1124,1525,892,7345
0,34235,34235,11107,390,13,10988,1772,1492,1166,1633,937,7729
0,32238,32238,10471,372,10,10271,1667,1390,1124,1525,892,7345
0,33549,33549,10895,384,12,10732,1737,1458,1152,1597,922,7601
0,34229,34229,11107,390,13,10996,1772,1492,1166,1633,937,7729
0,35207,35207,11437,397,14,11348,1815,1533,1185,1689,962,7908
0,33568,33568,10895,384,12,10769,1737,1458,1152,1597,922,7601
0,32243,32243,10471,372,10,10258,1667,1390,1124,1525,892,7345
0,31566,31566,10259,366,9,10033,1632,1356,1110,1489,877,7217
0,32207,32207,10471,372,10,10240,1667,1390,1124,1525,892,7345
0,35105,35105,11437,397,14,11296,1815,1533,1185,1689,962,7908
0,34160,34160,11107,390,13,10963,1772,1492,1166,1633,937,7729
0,31554,31554,10259,366,9,10003,1632,1356,1110,1489,877,7217
0,32862,32862,10683,378,11,10479,1702,1424,1138,1561,907,7473
0,33496,33496,10895,384,12,10715,1737,1458,1152,1597,922,7601
0,32201,32201,10471,372,10,10252,1667,1390,1124,1525,892,7345
0,35107,35107,11437,397,14,11298,1815,1533,1185,1689,962,7908
0,31534,31534,10259,366,9,10001,1632,1356,1110,1489,877,7217
0,32242,32242,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,31573,31573,10259,366,9,10004,1632,1356,1110,1489,877,7217
0,33549,33549,10895,384,12,10714,1737,1458,1152,1597,922,7601
0,32879,32879,10683,378,11,10478,1702,1424,1138,1561,907,7473
0,32201,32201,10471,372,10,10252,1667,1390,1124,1525,892,7345
0,32207,32207,10471,372,10,10240,1667,1390,1124,1525,892,7345
0,33514,33514,10895,384,12,10733,1737,1458,1152,1597,922,7601
0,32862,32862,10683,378,11,10479,1702,1424,1138,1561,907,7473
0,32204,32204,10471,372,10,10237,1667,1390,1124,1525,892,7345
0,32842,32842,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,34174,34174,11107,390,13,10959,1772,1492,1166,1633,937,7729
0,34164,34164,11107,390,13,10949,1772,1492,1166,1633,937,7729
0,33504,33504,10895,384,12,10723,1737,1458,1152,1597,922,7601
0,31554,31554,10259,366,9,10003,1632,1356,1110,1489,877,7217
0,35122,35122,11437,397,14,11295,1815,1533,1185,1689,962,7908
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,35122,35122,11437,397,14,11295,1815,1533,1185,1689,962,7908
0,31555,31555,10259,366,9,10004,1632,1356,1110,1489,877,7217
0,33515,33515,10895,384,12,10734,1737,1458,1152,1597,922,7601
0,33515,33515,10895,384,12,10716,1737,1458,1152,1597,922,7601
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,33526,33526,10895,384,12,10727,1737,1458,1152,1597,922,7601
0,34170,34170,11107,390,13,10955,1772,1492,1166,1633,937,7729
0,35122,35122,11437,397,14,11295,1815,1533,1185,1689,962,7908
0,33491,33491,10895,384,12,10710,1737,1458,1152,1597,922,7601
0,33529,33529,10895,384,12,10730,1737,1458,1152,1597,922,7601
0,35136,35136,11437,397,14,11309,1815,1533,1185,1689,962,7908
0,31551,31551,10259,366,9,10018,1632,1356,1110,1489,877,7217
0,32220,32220,10471,372,10,10253,1667,1390,1124,1525,892,7345
0,33519,33519,10895,384,12,10720,1737,1458,1152,1597,922,7601
0,34160,34160,11107,390,13,10963,1772,1492,1166,1633,937,7729
0,34180,34180,11107,390,13,10965,1772,1492,1166,1633,937,7729
0,33515,33515,10895,384,12,10716,1737,1458,1152,1597,922,7601
0,32206,32206,10471,372,10,10257,1667,1390,1124,1525,892,7345
0,34166,34166,11107,390,13,10951,1772,1492,1166,1633,937,7729
0,35134,35134,11437,397,14,11307,1815,1533,1185,1689,962,7908
0,34166,34166,11107,390,13,10951,1772,1492,1166,1633,937,7729
0,31563,31563,10259,366,9,10030,1632,1356,1110,1489,877,7217
0,34160,34160,11107,390,13,10945,1772,1492,1166,1633,937,7729
0,31562,31562,10259,366,9,10029,1632,1356,1110,1489,877,7217
0,34164,34164,11107,390,13,10949,1772,1492,1166,1633,937,7729
0,31554,31554,10259,366,9,10003,1632,1356,1110,1489,877,7217
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,32878,32878,10683,378,11,10495,1702,1424,1138,1561,907,7473
0,33515,33515,10895,384,12,10716,1737,1458,1152,1597,922,7601
0,35121,35121,11437,397,14,11312,1815,1533,1185,1689,962,7908
0,34164,34164,11107,390,13,10949,1772,1492,1166,1633,937,7729
0,32858,32858,10683,378,11,10475,1702,1424,1138,1561,907,7473
0,32839,32839,10683,378,11,10474,1702,1424,1138,1561,907,7473
0,31554,31554,10259,366,9,10003,1632,1356,1110,1489,877,7217
0,35122,35122,11437,397,14,11295,1815,1533,1185,1689,962,7908
0,35121,35121,11437,397,14,11312,1815,1533,1185,1689,962,7908
0,35107,35107,11437,397,14,11298,1815,1533,1185,1689,962,7908
0,32880,32880,10683,378,11,10497,1702,1424,1138,1561,907,7473
0,34155,34155,11107,390,13,10958,1772,1492,1166,1633,937,7729
0,34149,34149,11107,390,13,10952,1772,1492,1166,1633,937,7729
0,35143,35143,11437,397,14,11316,1815,1533,1185,1689,962,7908
0,31531,31531,10259,366,9,9998,1632,1356,1110,1489,877,7217
0,32843,32843,10683,378,11,10478,1702,1424,1138,1561,907,7473
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,32860,32860,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,32195,32195,10471,372,10,10246,1667,1390,1124,1525,892,7345
0,34166,34166,11107,390,13,10951,1772,1492,1166,1633,937,7729
0,32860,32860,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,32888,32888,10683,378,11,10488,1702,1424,1138,1561,907,7473
0,32268,32268,10471,372,10,10266,1667,1390,1124,1525,892,7345
0,31586,31586,10259,366,9,10001,1632,1356,1110,1489,877,7217
0,34212,34212,11107,390,13,10962,1772,1492,1166,1633,937,7729
0,34259,34259,11107,390,13,10954,1772,1492,1166,1633,937,7729
0,32252,32252,10471,372,10,10249,1667,1390,1124,1525,892,7345
0,34225,34225,11107,390,13,10957,1772,1492,1166,1633,937,7729
0,32942,32942,10683,378,11,10487,1702,1424,1138,1561,907,7473
0,35248,35248,11437,397,14,11301,1815,1533,1185,1689,962,7908
0,32243,32243,10471,372,10,10240,1667,1390,1124,1525,892,7345
0,34240,34240,11107,390,13,10958,1772,1492,1166,1633,937,7729
0,32944,32944,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,33549,33549,10895,384,12,10715,1737,1458,1152,1597,922,7601
0,33603,33603,10895,384,12,10738,1737,1458,1152,1597,922,7601
0,33645,33645,10895,384,12,10726,1737,1458,1152,1597,922,7601
0,34567,34567,11107,390,13,10965,1772,1492,1166,1633,937,7729
0,35176,35176,11437,397,14,11313,1815,1533,1185,1689,962,7908
0,33547,33547,10895,384,12,10730,1737,1458,1152,1597,922,7601
0,31535,31535,10259,366,9,10002,1632,1356,1110,1489,877,7217
0,32207,32207,10471,372,10,10240,1667,1390,1124,1525,892,7345
0,32878,32878,10683,378,11,10495,1702,1424,1138,1561,907,7473
0,33496,33496,10895,384,12,10715,1737,1458,1152,1597,922,7601
0,35122,35122,11437,397,14,11295,1815,1533,1185,1689,962,7908
0,35140,35140,11437,397,14,11313,1815,1533,1185,1689,962,7908
0,32197,32197,10471,372,10,10248,1667,1390,1124,1525,892,7345
0,35125,35125,11437,397,14,11298,1815,1533,1185,1689,962,7908
0,32860,32860,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,35134,35134,11437,397,14,11307,1815,1533,1185,1689,962,7908
0,34176,34176,11107,390,13,10979,1772,1492,1166,1633,937,7729
0,32205,32205,10471,372,10,10238,1667,1390,1124,1525,892,7345
0,32858,32858,10683,378,11,10475,1702,1424,1138,1561,907,7473
0,32849,32849,10683,378,11,10484,1702,1424,1138,1561,907,7473
0,32207,32207,10471,372,10,10240,1667,1390,1124,1525,892,7345
0,31531,31531,10259,366,9,9998,1632,1356,1110,1489,877,7217
0,34186,34186,11107,390,13,10971,1772,1492,1166,1633,937,7729
0,34166,34166,11107,390,13,10951,1772,1492,1166,1633,937,7729
0,33519,33519,10895,384,12,10720,1737,1458,1152,1597,922,7601
0,33495,33495,10895,384,12,10714,1737,1458,1152,1597,922,7601
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,34182,34182,11107,390,13,10967,1772,1492,1166,1633,937,7729
0,34147,34147,11107,390,13,10950,1772,1492,1166,1633,937,7729
0,32225,32225,10471,372,10,10258,1667,1390,1124,1525,892,7345
0,33512,33512,10895,384,12,10713,1737,1458,1152,1597,922,7601
0,31557,31557,10259,366,9,10024,1632,1356,1110,1489,877,7217
0,31552,31552,10259,366,9,10001,1632,1356,1110,1489,877,7217
0,32843,32843,10683,378,11,10478,1702,1424,1138,1561,907,7473
0,32862,32862,10683,378,11,10479,1702,1424,1138,1561,907,7473
0,32878,32878,10683,378,11,10495,1702,1424,1138,1561,907,7473
0,32186,32186,10471,372,10,10237,1667,1390,1124,1525,892,7345
0,32869,32869,10683,378,11,10486,1702,1424,1138,1561,907,7473
0,32202,32202,10471,372,10,10253,1667,1390,1124,1525,892,7345
0,32205,32205,10471,372,10,10238,1667,1390,1124,1525,892,7345
0,32195,32195,10471,372,10,10246,1667,1390,1124,1525,892,7345
0,31556,31556,10259,366,9,10005,1632,1356,1110,1489,877,7217
0,34186,34186,11107,390,13,10971,1772,1492,1166,1633,937,7729
0,33499,33499,10895,384,12,10718,1737,1458,1152,1597,922,7601
0,35122,35122,11437,397,14,11295,1815,1533,1185,1689,962,7908
0,33521,33521,10895,384,12,10722,1737,1458,1152,1597,922,7601
0,33520,33520,10895,384,12,10721,1737,1458,1152,1597,922,7601
0,31535,31535,10259,366,9,10002,1632,1356,1110,1489,877,7217
0,32860,32860,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,35125,35125,11437,397,14,11298,1815,1533,1185,1689,962,7908
0,32198,32198,10471,372,10,10249,1667,1390,1124,1525,892,7345
0,32207,32207,10471,372,10,10240,1667,1390,1124,1525,892,7345
0,33500,33500,10895,384,12,10719,1737,1458,1152,1597,922,7601
0,33521,33521,10895,384,12,10722,1737,1458,1152,1597,922,7601
0,31569,31569,10259,366,9,10018,1632,1356,1110,1489,877,7217
0,32844,32844,10683,378,11,10479,1702,1424,1138,1561,907,7473
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,31539,31539,10259,366,9,10006,1632,1356,1110,1489,877,7217
0,32860,32860,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,35125,35125,11437,397,14,11298,1815,1533,1185,1689,962,7908
0,35142,35142,11437,397,14,11315,1815,1533,1185,1689,962,7908
0,34183,34183,11107,390,13,10986,1772,1492,1166,1633,937,7729
0,32873,32873,10683,378,11,10490,1702,1424,1138,1561,907,7473
0,32209,32209,10471,372,10,10242,1667,1390,1124,1525,892,7345
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,35124,35124,11437,397,14,11297,1815,1533,1185,1689,962,7908
0,33515,33515,10895,384,12,10716,1737,1458,1152,1597,922,7601
0,32204,32204,10471,372,10,10255,1667,1390,1124,1525,892,7345
0,34186,34186,11107,390,13,10971,1772,1492,1166,1633,937,7729
0,33547,33547,10895,384,12,10748,1737,1458,1152,1597,922,7601
0,32849,32849,10683,378,11,10484,1702,1424,1138,1561,907,7473
0,34164,34164,11107,390,13,10949,1772,1492,1166,1633,937,7729
0,32205,32205,10471,372,10,10238,1667,1390,1124,1525,892,7345
0,31545,31545,10259,366,9,10012,1632,1356,1110,1489,877,7217
0,34167,34167,11107,390,13,10952,1772,1492,1166,1633,937,7729
0,32839,32839,10683,378,11,10474,1702,1424,1138,1561,907,7473
0,32213,32213,10471,372,10,10246,1667,1390,1124,1525,892,7345
0,32871,32871,10683,378,11,10488,1702,1424,1138,1561,907,7473
0,31531,31531,10259,366,9,9998,1632,1356,1110,1489,877,7217
0,32205,32205,10471,372,10,10238,1667,1390,1124,1525,892,7345
0,31556,31556,10259,366,9,10023,1632,1356,1110,1489,877,7217
0,32207,32207,10471,372,10,10240,1667,1390,1124,1525,892,7345
0,31529,31529,10259,366,9,9996,1632,1356,1110,1489,877,7217
0,35124,35124,11437,397,14,11297,1815,1533,1185,1689,962,7908
0,32878,32878,10683,378,11,10495,1702,1424,1138,1561,907,7473
0,31533,31533,10259,366,9,10000,1632,1356,1110,1489,877,7217
0,33509,33509,10895,384,12,10710,1737,1458,1152,1597,922,7601
0,31557,31557,10259,366,9,10024,1632,1356,1110,1489,877,7217
0,31552,31552,10259,366,9,10001,1632,1356,1110,1489,877,7217
0,35129,35129,11437,397,14,11302,1815,1533,1185,1689,962,7908
0,33514,33514,10895,384,12,10733,1737,1458,1152,1597,922,7601
0,34182,34182,11107,390,13,10967,1772,1492,1166,1633,937,7729
0,34172,34172,11107,390,13,10957,1772,1492,1166,1633,937,7729
0,33549,33549,10895,384,12,10750,1737,1458,1152,1597,922,7601
0,33497,33497,10895,384,12,10716,1737,1458,1152,1597,922,7601
0,32862,32862,10683,378,11,10479,1702,1424,1138,1561,907,7473
0,32186,32186,10471,372,10,10237,1667,1390,1124,1525,892,7345
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,33532,33532,10895,384,12,10733,1737,1458,1152,1597,922,7601
0,32859,32859,10683,378,11,10476,1702,1424,1138,1561,907,7473
0,32851,32851,10683,378,11,10486,1702,1424,1138,1561,907,7473
0,32225,32225,10471,372,10,10258,1667,1390,1124,1525,892,7345
0,31533,31533,10259,366,9,10000,1632,1356,1110,1489,877,7217
0,33534,33534,10895,384,12,10735,1737,1458,1152,1597,922,7601
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,31529,31529,10259,366,9,9996,1632,1356,1110,1489,877,7217
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,35158,35158,11437,397,14,11331,1815,1533,1185,1689,962,7908
0,31547,31547,10259,366,9,10014,1632,1356,1110,1489,877,7217
0,34168,34168,11107,390,13,10953,1772,1492,1166,1633,937,7729
0,31529,31529,10259,366,9,9996,1632,1356,1110,1489,877,7217
0,31552,31552,10259,366,9,10001,1632,1356,1110,1489,877,7217
0,32858,32858,10683,378,11,10475,1702,1424,1138,1561,907,7473
0,32196,32196,10471,372,10,10247,1667,1390,1124,1525,892,7345
0,32860,32860,10683,378,11,10477,1702,1424,1138,1561,907,7473
0,33492,33492,10895,384,12,10711,1737,1458,1152,1597,922,7601
0,32214,32214,10471,372,10,10247,1667,1390,1124,1525,892,7345
0,33540,33540,10895,384,12,10741,1737,1458,1152,1597,922,7601
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,33534,33534,10895,384,12,10735,1737,1458,1152,1597,922,7601
0,34164,34164,11107,390,13,10949,1772,1492,1166,1633,937,7729
0,34159,34159,11107,390,13,10962,1772,1492,1166,1633,937,7729
0,31559,31559,10259,366,9,10008,1632,1356,1110,1489,877,7217
0,34179,34179,11107,390,13,10964,1772,1492,1166,1633,937,7729
0,32841,32841,10683,378,11,10476,1702,1424,1138,1561,907,7473
